,,Released Heg start,Released Heg start,,Other sites containing heg,
,,x,y,av_d,x,y
43,855545,296.304,1028.41,765.884,1292,217
43,855545,296.304,1028.41,765.884,1102,210
43,855545,296.304,1028.41,765.884,1357,64
43,855545,296.304,1028.41,765.884,1225,183
43,855545,296.304,1028.41,765.884,1324,159
43,855545,296.304,1028.41,765.884,1271,350
43,855545,296.304,1028.41,765.884,1458,210
43,855545,296.304,1028.41,765.884,1389,486
43,855545,296.304,1028.41,765.884,1146,216
43,855545,296.304,1028.41,765.884,1486,453
43,855545,296.304,1028.41,765.884,1351,411
43,855545,296.304,1028.41,765.884,1434,109
43,855545,296.304,1028.41,765.884,1468,328
43,855545,296.304,1028.41,765.884,1390,89
43,855545,296.304,1028.41,765.884,1292,427
43,855545,296.304,1028.41,765.884,1123,215
43,855545,296.304,1028.41,765.884,1168,70
43,855545,296.304,1028.41,765.884,1437,141
43,855545,296.304,1028.41,765.884,1261,343
43,855545,296.304,1028.41,765.884,1328,7
43,855545,296.304,1028.41,765.884,1345,330
43,855545,296.304,1028.41,765.884,1073,80
43,855545,296.304,1028.41,765.884,1290,302
43,855545,296.304,1028.41,765.884,1389,476
43,855545,296.304,1028.41,765.884,1064,372
43,855545,296.304,1028.41,765.884,1262,471
43,855545,296.304,1028.41,765.884,1196,265
43,855545,296.304,1028.41,765.884,1159,164
43,855545,296.304,1028.41,765.884,1047,279
43,855545,296.304,1028.41,765.884,1341,290
43,855545,296.304,1028.41,765.884,1027,182
43,855545,296.304,1028.41,765.884,1234,375
43,855545,296.304,1028.41,765.884,1022,261
43,855545,296.304,1028.41,765.884,1450,0
43,855545,296.304,1028.41,765.884,1414,306
43,855545,296.304,1028.41,765.884,1338,289
43,855545,296.304,1028.41,765.884,1424,164
43,855545,296.304,1028.41,765.884,1356,357
43,855545,296.304,1028.41,765.884,1365,358
43,855545,296.304,1028.41,765.884,1302,409
43,855545,296.304,1028.41,765.884,1387,60
43,855545,296.304,1028.41,765.884,1321,459
43,855545,296.304,1028.41,765.884,1306,86
43,855545,296.304,1028.41,765.884,1095,63
43,855545,296.304,1028.41,765.884,1207,97
43,855545,296.304,1028.41,765.884,1435,128
43,855545,296.304,1028.41,765.884,784,615
43,855545,296.304,1028.41,765.884,917,610
43,855545,296.304,1028.41,765.884,950,912
43,855545,296.304,1028.41,765.884,965,993
43,855545,296.304,1028.41,765.884,642,585
43,855545,296.304,1028.41,765.884,643,752
43,855545,296.304,1028.41,765.884,795,822
43,855545,296.304,1028.41,765.884,915,501
43,855545,296.304,1028.41,765.884,514,823
43,855545,296.304,1028.41,765.884,691,816
43,855545,296.304,1028.41,765.884,966,626
43,855545,296.304,1028.41,765.884,888,933
43,855545,296.304,1028.41,765.884,955,920
43,855545,296.304,1028.41,765.884,848,548
43,855545,296.304,1028.41,765.884,881,561
43,855545,296.304,1028.41,765.884,835,992
43,855545,296.304,1028.41,765.884,556,533
43,855545,296.304,1028.41,765.884,690,670
43,855545,296.304,1028.41,765.884,838,904
43,855545,296.304,1028.41,765.884,742,948
43,855545,296.304,1028.41,765.884,679,586
43,855545,296.304,1028.41,765.884,565,542
43,855545,296.304,1028.41,765.884,667,884
43,855545,296.304,1028.41,765.884,536,627
43,855545,296.304,1028.41,765.884,668,822
43,855545,296.304,1028.41,765.884,886,654
43,855545,296.304,1028.41,765.884,516,777
43,855545,296.304,1028.41,765.884,804,605
43,855545,296.304,1028.41,765.884,625,647
43,855545,296.304,1028.41,765.884,697,627
43,855545,296.304,1028.41,765.884,976,786
43,855545,296.304,1028.41,765.884,803,514
43,855545,296.304,1028.41,765.884,724,836
43,855545,296.304,1028.41,765.884,613,829
43,855545,296.304,1028.41,765.884,656,713
43,855545,296.304,1028.41,765.884,950,834
43,855545,296.304,1028.41,765.884,543,709
43,855545,296.304,1028.41,765.884,910,657
43,855545,296.304,1028.41,765.884,545,544
43,855545,296.304,1028.41,765.884,805,655
43,855545,296.304,1028.41,765.884,714,663
43,855545,296.304,1028.41,765.884,596,558
43,855545,296.304,1028.41,765.884,982,586
43,855545,296.304,1028.41,765.884,885,355
43,855545,296.304,1028.41,765.884,576,373
43,855545,296.304,1028.41,765.884,892,190
43,855545,296.304,1028.41,765.884,696,274
43,855545,296.304,1028.41,765.884,754,68
43,855545,296.304,1028.41,765.884,976,385
43,855545,296.304,1028.41,765.884,552,467
43,855545,296.304,1028.41,765.884,652,79
43,855545,296.304,1028.41,765.884,994,449
43,855545,296.304,1028.41,765.884,868,265
43,855545,296.304,1028.41,765.884,826,43
43,855545,296.304,1028.41,765.884,608,6
43,855545,296.304,1028.41,765.884,672,467
43,855545,296.304,1028.41,765.884,689,281
43,855545,296.304,1028.41,765.884,643,329
43,855545,296.304,1028.41,765.884,999,87
43,855545,296.304,1028.41,765.884,859,237
43,855545,296.304,1028.41,765.884,840,14
43,855545,296.304,1028.41,765.884,538,255
43,855545,296.304,1028.41,765.884,914,301
43,855545,296.304,1028.41,765.884,988,301
43,855545,296.304,1028.41,765.884,801,360
43,855545,296.304,1028.41,765.884,849,376
43,855545,296.304,1028.41,765.884,947,164
43,855545,296.304,1028.41,765.884,557,149
43,855545,296.304,1028.41,765.884,957,323
43,855545,296.304,1028.41,765.884,820,11
43,855545,296.304,1028.41,765.884,680,234
43,855545,296.304,1028.41,765.884,504,127
43,855545,296.304,1028.41,765.884,897,253
43,855545,296.304,1028.41,765.884,803,57
43,855545,296.304,1028.41,765.884,983,126
43,855545,296.304,1028.41,765.884,619,335
43,855545,296.304,1028.41,765.884,574,297
43,855545,296.304,1028.41,765.884,913,305
43,855545,296.304,1028.41,765.884,584,445
43,855545,296.304,1028.41,765.884,792,498
43,855545,296.304,1028.41,765.884,849,496
43,855545,296.304,1028.41,765.884,961,307
43,855545,296.304,1028.41,765.884,877,170
44,864231,296.304,1028.41,765.404,1392,862
44,864231,296.304,1028.41,765.404,1182,562
44,864231,296.304,1028.41,765.404,1429,787
44,864231,296.304,1028.41,765.404,1368,553
44,864231,296.304,1028.41,765.404,1020,671
44,864231,296.304,1028.41,765.404,1456,595
44,864231,296.304,1028.41,765.404,1051,810
44,864231,296.304,1028.41,765.404,1250,509
44,864231,296.304,1028.41,765.404,1479,666
44,864231,296.304,1028.41,765.404,1410,622
44,864231,296.304,1028.41,765.404,1289,655
44,864231,296.304,1028.41,765.404,1226,831
44,864231,296.304,1028.41,765.404,1168,617
44,864231,296.304,1028.41,765.404,1234,524
44,864231,296.304,1028.41,765.404,1153,793
44,864231,296.304,1028.41,765.404,1355,666
44,864231,296.304,1028.41,765.404,1081,632
44,864231,296.304,1028.41,765.404,1190,615
44,864231,296.304,1028.41,765.404,1403,537
44,864231,296.304,1028.41,765.404,1270,569
44,864231,296.304,1028.41,765.404,1356,929
44,864231,296.304,1028.41,765.404,1150,656
44,864231,296.304,1028.41,765.404,1233,690
44,864231,296.304,1028.41,765.404,1081,912
44,864231,296.304,1028.41,765.404,1152,569
44,864231,296.304,1028.41,765.404,1081,749
44,864231,296.304,1028.41,765.404,1018,819
44,864231,296.304,1028.41,765.404,1037,599
44,864231,296.304,1028.41,765.404,1111,599
44,864231,296.304,1028.41,765.404,1106,779
44,864231,296.304,1028.41,765.404,1296,543
44,864231,296.304,1028.41,765.404,1292,217
44,864231,296.304,1028.41,765.404,1102,210
44,864231,296.304,1028.41,765.404,1357,64
44,864231,296.304,1028.41,765.404,1225,183
44,864231,296.304,1028.41,765.404,1324,159
44,864231,296.304,1028.41,765.404,1271,350
44,864231,296.304,1028.41,765.404,1458,210
44,864231,296.304,1028.41,765.404,1389,486
44,864231,296.304,1028.41,765.404,1146,216
44,864231,296.304,1028.41,765.404,1486,453
44,864231,296.304,1028.41,765.404,1351,411
44,864231,296.304,1028.41,765.404,1434,109
44,864231,296.304,1028.41,765.404,1468,328
44,864231,296.304,1028.41,765.404,1390,89
44,864231,296.304,1028.41,765.404,1292,427
44,864231,296.304,1028.41,765.404,1123,215
44,864231,296.304,1028.41,765.404,1168,70
44,864231,296.304,1028.41,765.404,1437,141
44,864231,296.304,1028.41,765.404,1261,343
44,864231,296.304,1028.41,765.404,1328,7
44,864231,296.304,1028.41,765.404,1345,330
44,864231,296.304,1028.41,765.404,1073,80
44,864231,296.304,1028.41,765.404,1290,302
44,864231,296.304,1028.41,765.404,1389,476
44,864231,296.304,1028.41,765.404,1064,372
44,864231,296.304,1028.41,765.404,1262,471
44,864231,296.304,1028.41,765.404,1196,265
44,864231,296.304,1028.41,765.404,1159,164
44,864231,296.304,1028.41,765.404,1047,279
44,864231,296.304,1028.41,765.404,1341,290
44,864231,296.304,1028.41,765.404,1027,182
44,864231,296.304,1028.41,765.404,1234,375
44,864231,296.304,1028.41,765.404,1022,261
44,864231,296.304,1028.41,765.404,1450,0
44,864231,296.304,1028.41,765.404,1414,306
44,864231,296.304,1028.41,765.404,1338,289
44,864231,296.304,1028.41,765.404,1424,164
44,864231,296.304,1028.41,765.404,1356,357
44,864231,296.304,1028.41,765.404,1365,358
44,864231,296.304,1028.41,765.404,1302,409
44,864231,296.304,1028.41,765.404,1387,60
44,864231,296.304,1028.41,765.404,1321,459
44,864231,296.304,1028.41,765.404,1306,86
44,864231,296.304,1028.41,765.404,1095,63
44,864231,296.304,1028.41,765.404,1207,97
44,864231,296.304,1028.41,765.404,1435,128
44,864231,296.304,1028.41,765.404,784,615
44,864231,296.304,1028.41,765.404,917,610
44,864231,296.304,1028.41,765.404,950,912
44,864231,296.304,1028.41,765.404,965,993
44,864231,296.304,1028.41,765.404,642,585
44,864231,296.304,1028.41,765.404,643,752
44,864231,296.304,1028.41,765.404,795,822
44,864231,296.304,1028.41,765.404,915,501
44,864231,296.304,1028.41,765.404,514,823
44,864231,296.304,1028.41,765.404,691,816
44,864231,296.304,1028.41,765.404,966,626
44,864231,296.304,1028.41,765.404,888,933
44,864231,296.304,1028.41,765.404,955,920
44,864231,296.304,1028.41,765.404,848,548
44,864231,296.304,1028.41,765.404,881,561
44,864231,296.304,1028.41,765.404,835,992
44,864231,296.304,1028.41,765.404,556,533
44,864231,296.304,1028.41,765.404,690,670
44,864231,296.304,1028.41,765.404,522,883
44,864231,296.304,1028.41,765.404,742,948
44,864231,296.304,1028.41,765.404,679,586
44,864231,296.304,1028.41,765.404,565,542
44,864231,296.304,1028.41,765.404,667,884
44,864231,296.304,1028.41,765.404,536,627
44,864231,296.304,1028.41,765.404,668,822
44,864231,296.304,1028.41,765.404,886,654
44,864231,296.304,1028.41,765.404,516,777
44,864231,296.304,1028.41,765.404,804,605
44,864231,296.304,1028.41,765.404,625,647
44,864231,296.304,1028.41,765.404,697,627
44,864231,296.304,1028.41,765.404,976,786
44,864231,296.304,1028.41,765.404,803,514
44,864231,296.304,1028.41,765.404,724,836
44,864231,296.304,1028.41,765.404,613,829
44,864231,296.304,1028.41,765.404,656,713
44,864231,296.304,1028.41,765.404,950,834
44,864231,296.304,1028.41,765.404,543,709
44,864231,296.304,1028.41,765.404,910,657
44,864231,296.304,1028.41,765.404,545,544
44,864231,296.304,1028.41,765.404,805,655
44,864231,296.304,1028.41,765.404,714,663
44,864231,296.304,1028.41,765.404,596,558
44,864231,296.304,1028.41,765.404,982,586
44,864231,296.304,1028.41,765.404,885,355
44,864231,296.304,1028.41,765.404,576,373
44,864231,296.304,1028.41,765.404,892,190
44,864231,296.304,1028.41,765.404,696,274
44,864231,296.304,1028.41,765.404,754,68
44,864231,296.304,1028.41,765.404,976,385
44,864231,296.304,1028.41,765.404,552,467
44,864231,296.304,1028.41,765.404,652,79
44,864231,296.304,1028.41,765.404,994,449
44,864231,296.304,1028.41,765.404,868,265
44,864231,296.304,1028.41,765.404,826,43
44,864231,296.304,1028.41,765.404,608,6
44,864231,296.304,1028.41,765.404,672,467
44,864231,296.304,1028.41,765.404,689,281
44,864231,296.304,1028.41,765.404,643,329
44,864231,296.304,1028.41,765.404,999,87
44,864231,296.304,1028.41,765.404,859,237
44,864231,296.304,1028.41,765.404,840,14
44,864231,296.304,1028.41,765.404,538,255
44,864231,296.304,1028.41,765.404,914,301
44,864231,296.304,1028.41,765.404,988,301
44,864231,296.304,1028.41,765.404,801,360
44,864231,296.304,1028.41,765.404,849,376
44,864231,296.304,1028.41,765.404,947,164
44,864231,296.304,1028.41,765.404,557,149
44,864231,296.304,1028.41,765.404,957,323
44,864231,296.304,1028.41,765.404,820,11
44,864231,296.304,1028.41,765.404,680,234
44,864231,296.304,1028.41,765.404,504,127
44,864231,296.304,1028.41,765.404,897,253
44,864231,296.304,1028.41,765.404,803,57
44,864231,296.304,1028.41,765.404,983,126
44,864231,296.304,1028.41,765.404,619,335
44,864231,296.304,1028.41,765.404,574,297
44,864231,296.304,1028.41,765.404,913,305
44,864231,296.304,1028.41,765.404,584,445
44,864231,296.304,1028.41,765.404,705,302
44,864231,296.304,1028.41,765.404,792,498
44,864231,296.304,1028.41,765.404,849,496
44,864231,296.304,1028.41,765.404,961,307
44,864231,296.304,1028.41,765.404,877,170
45,872936,296.304,1028.41,770.368,1392,862
45,872936,296.304,1028.41,770.368,1182,562
45,872936,296.304,1028.41,770.368,1429,787
45,872936,296.304,1028.41,770.368,1368,553
45,872936,296.304,1028.41,770.368,1020,671
45,872936,296.304,1028.41,770.368,1456,595
45,872936,296.304,1028.41,770.368,1051,810
45,872936,296.304,1028.41,770.368,1250,509
45,872936,296.304,1028.41,770.368,1479,666
45,872936,296.304,1028.41,770.368,1410,622
45,872936,296.304,1028.41,770.368,1289,655
45,872936,296.304,1028.41,770.368,1226,831
45,872936,296.304,1028.41,770.368,1168,617
45,872936,296.304,1028.41,770.368,1234,524
45,872936,296.304,1028.41,770.368,1153,793
45,872936,296.304,1028.41,770.368,1355,666
45,872936,296.304,1028.41,770.368,1081,632
45,872936,296.304,1028.41,770.368,1190,615
45,872936,296.304,1028.41,770.368,1403,537
45,872936,296.304,1028.41,770.368,1270,569
45,872936,296.304,1028.41,770.368,1356,929
45,872936,296.304,1028.41,770.368,1150,656
45,872936,296.304,1028.41,770.368,1233,690
45,872936,296.304,1028.41,770.368,1081,912
45,872936,296.304,1028.41,770.368,1152,569
45,872936,296.304,1028.41,770.368,1081,749
45,872936,296.304,1028.41,770.368,1018,819
45,872936,296.304,1028.41,770.368,1037,599
45,872936,296.304,1028.41,770.368,1111,599
45,872936,296.304,1028.41,770.368,1106,779
45,872936,296.304,1028.41,770.368,1276,539
45,872936,296.304,1028.41,770.368,1296,543
45,872936,296.304,1028.41,770.368,1292,217
45,872936,296.304,1028.41,770.368,1102,210
45,872936,296.304,1028.41,770.368,1357,64
45,872936,296.304,1028.41,770.368,1225,183
45,872936,296.304,1028.41,770.368,1324,159
45,872936,296.304,1028.41,770.368,1271,350
45,872936,296.304,1028.41,770.368,1458,210
45,872936,296.304,1028.41,770.368,1389,486
45,872936,296.304,1028.41,770.368,1146,216
45,872936,296.304,1028.41,770.368,1486,453
45,872936,296.304,1028.41,770.368,1351,411
45,872936,296.304,1028.41,770.368,1434,109
45,872936,296.304,1028.41,770.368,1468,328
45,872936,296.304,1028.41,770.368,1432,382
45,872936,296.304,1028.41,770.368,1390,89
45,872936,296.304,1028.41,770.368,1123,215
45,872936,296.304,1028.41,770.368,1168,70
45,872936,296.304,1028.41,770.368,1437,141
45,872936,296.304,1028.41,770.368,1261,343
45,872936,296.304,1028.41,770.368,1328,7
45,872936,296.304,1028.41,770.368,1345,330
45,872936,296.304,1028.41,770.368,1073,80
45,872936,296.304,1028.41,770.368,1290,302
45,872936,296.304,1028.41,770.368,1389,476
45,872936,296.304,1028.41,770.368,1064,372
45,872936,296.304,1028.41,770.368,1262,471
45,872936,296.304,1028.41,770.368,1196,265
45,872936,296.304,1028.41,770.368,1159,164
45,872936,296.304,1028.41,770.368,1047,279
45,872936,296.304,1028.41,770.368,1341,290
45,872936,296.304,1028.41,770.368,1027,182
45,872936,296.304,1028.41,770.368,1234,375
45,872936,296.304,1028.41,770.368,1022,261
45,872936,296.304,1028.41,770.368,1450,0
45,872936,296.304,1028.41,770.368,1414,306
45,872936,296.304,1028.41,770.368,1338,289
45,872936,296.304,1028.41,770.368,1424,164
45,872936,296.304,1028.41,770.368,1356,357
45,872936,296.304,1028.41,770.368,1365,358
45,872936,296.304,1028.41,770.368,1302,409
45,872936,296.304,1028.41,770.368,1387,60
45,872936,296.304,1028.41,770.368,1321,459
45,872936,296.304,1028.41,770.368,1095,63
45,872936,296.304,1028.41,770.368,1207,97
45,872936,296.304,1028.41,770.368,1435,128
45,872936,296.304,1028.41,770.368,1027,350
45,872936,296.304,1028.41,770.368,1264,89
45,872936,296.304,1028.41,770.368,1181,266
45,872936,296.304,1028.41,770.368,784,615
45,872936,296.304,1028.41,770.368,917,610
45,872936,296.304,1028.41,770.368,950,912
45,872936,296.304,1028.41,770.368,965,993
45,872936,296.304,1028.41,770.368,642,585
45,872936,296.304,1028.41,770.368,643,752
45,872936,296.304,1028.41,770.368,795,822
45,872936,296.304,1028.41,770.368,514,823
45,872936,296.304,1028.41,770.368,966,626
45,872936,296.304,1028.41,770.368,888,933
45,872936,296.304,1028.41,770.368,955,920
45,872936,296.304,1028.41,770.368,848,548
45,872936,296.304,1028.41,770.368,881,561
45,872936,296.304,1028.41,770.368,835,992
45,872936,296.304,1028.41,770.368,556,533
45,872936,296.304,1028.41,770.368,690,670
45,872936,296.304,1028.41,770.368,522,883
45,872936,296.304,1028.41,770.368,838,904
45,872936,296.304,1028.41,770.368,679,586
45,872936,296.304,1028.41,770.368,565,542
45,872936,296.304,1028.41,770.368,667,884
45,872936,296.304,1028.41,770.368,536,627
45,872936,296.304,1028.41,770.368,668,822
45,872936,296.304,1028.41,770.368,886,654
45,872936,296.304,1028.41,770.368,516,777
45,872936,296.304,1028.41,770.368,804,605
45,872936,296.304,1028.41,770.368,625,647
45,872936,296.304,1028.41,770.368,697,627
45,872936,296.304,1028.41,770.368,976,786
45,872936,296.304,1028.41,770.368,803,514
45,872936,296.304,1028.41,770.368,724,836
45,872936,296.304,1028.41,770.368,613,829
45,872936,296.304,1028.41,770.368,656,713
45,872936,296.304,1028.41,770.368,950,834
45,872936,296.304,1028.41,770.368,543,709
45,872936,296.304,1028.41,770.368,910,657
45,872936,296.304,1028.41,770.368,545,544
45,872936,296.304,1028.41,770.368,805,655
45,872936,296.304,1028.41,770.368,714,663
45,872936,296.304,1028.41,770.368,596,558
45,872936,296.304,1028.41,770.368,982,586
45,872936,296.304,1028.41,770.368,885,355
45,872936,296.304,1028.41,770.368,576,373
45,872936,296.304,1028.41,770.368,892,190
45,872936,296.304,1028.41,770.368,696,274
45,872936,296.304,1028.41,770.368,754,68
45,872936,296.304,1028.41,770.368,976,385
45,872936,296.304,1028.41,770.368,552,467
45,872936,296.304,1028.41,770.368,652,79
45,872936,296.304,1028.41,770.368,994,449
45,872936,296.304,1028.41,770.368,868,265
45,872936,296.304,1028.41,770.368,608,6
45,872936,296.304,1028.41,770.368,672,467
45,872936,296.304,1028.41,770.368,689,281
45,872936,296.304,1028.41,770.368,643,329
45,872936,296.304,1028.41,770.368,999,87
45,872936,296.304,1028.41,770.368,859,237
45,872936,296.304,1028.41,770.368,840,14
45,872936,296.304,1028.41,770.368,538,255
45,872936,296.304,1028.41,770.368,914,301
45,872936,296.304,1028.41,770.368,988,301
45,872936,296.304,1028.41,770.368,801,360
45,872936,296.304,1028.41,770.368,849,376
45,872936,296.304,1028.41,770.368,947,164
45,872936,296.304,1028.41,770.368,693,8
45,872936,296.304,1028.41,770.368,957,323
45,872936,296.304,1028.41,770.368,820,11
45,872936,296.304,1028.41,770.368,680,234
45,872936,296.304,1028.41,770.368,504,127
45,872936,296.304,1028.41,770.368,897,253
45,872936,296.304,1028.41,770.368,803,57
45,872936,296.304,1028.41,770.368,983,126
45,872936,296.304,1028.41,770.368,619,335
45,872936,296.304,1028.41,770.368,574,297
45,872936,296.304,1028.41,770.368,913,305
45,872936,296.304,1028.41,770.368,584,445
45,872936,296.304,1028.41,770.368,705,302
45,872936,296.304,1028.41,770.368,792,498
45,872936,296.304,1028.41,770.368,849,496
45,872936,296.304,1028.41,770.368,961,307
45,872936,296.304,1028.41,770.368,877,170
45,872936,296.304,1028.41,770.368,866,75
46,880342,296.304,1028.41,766.45,1392,862
46,880342,296.304,1028.41,766.45,1182,562
46,880342,296.304,1028.41,766.45,1429,787
46,880342,296.304,1028.41,766.45,1368,553
46,880342,296.304,1028.41,766.45,1020,671
46,880342,296.304,1028.41,766.45,1456,595
46,880342,296.304,1028.41,766.45,1051,810
46,880342,296.304,1028.41,766.45,1250,509
46,880342,296.304,1028.41,766.45,1479,666
46,880342,296.304,1028.41,766.45,1410,622
46,880342,296.304,1028.41,766.45,1289,655
46,880342,296.304,1028.41,766.45,1226,831
46,880342,296.304,1028.41,766.45,1168,617
46,880342,296.304,1028.41,766.45,1234,524
46,880342,296.304,1028.41,766.45,1153,793
46,880342,296.304,1028.41,766.45,1355,666
46,880342,296.304,1028.41,766.45,1081,632
46,880342,296.304,1028.41,766.45,1190,615
46,880342,296.304,1028.41,766.45,1403,537
46,880342,296.304,1028.41,766.45,1041,825
46,880342,296.304,1028.41,766.45,1356,929
46,880342,296.304,1028.41,766.45,1150,656
46,880342,296.304,1028.41,766.45,1233,690
46,880342,296.304,1028.41,766.45,1081,912
46,880342,296.304,1028.41,766.45,1152,569
46,880342,296.304,1028.41,766.45,1081,749
46,880342,296.304,1028.41,766.45,1018,819
46,880342,296.304,1028.41,766.45,1037,599
46,880342,296.304,1028.41,766.45,1111,599
46,880342,296.304,1028.41,766.45,1106,779
46,880342,296.304,1028.41,766.45,1276,539
46,880342,296.304,1028.41,766.45,1296,543
46,880342,296.304,1028.41,766.45,1292,217
46,880342,296.304,1028.41,766.45,1102,210
46,880342,296.304,1028.41,766.45,1225,183
46,880342,296.304,1028.41,766.45,1324,159
46,880342,296.304,1028.41,766.45,1271,350
46,880342,296.304,1028.41,766.45,1458,210
46,880342,296.304,1028.41,766.45,1389,486
46,880342,296.304,1028.41,766.45,1146,216
46,880342,296.304,1028.41,766.45,1486,453
46,880342,296.304,1028.41,766.45,1434,109
46,880342,296.304,1028.41,766.45,1468,328
46,880342,296.304,1028.41,766.45,1432,382
46,880342,296.304,1028.41,766.45,1390,89
46,880342,296.304,1028.41,766.45,1292,427
46,880342,296.304,1028.41,766.45,1123,215
46,880342,296.304,1028.41,766.45,1437,141
46,880342,296.304,1028.41,766.45,1261,343
46,880342,296.304,1028.41,766.45,1328,7
46,880342,296.304,1028.41,766.45,1345,330
46,880342,296.304,1028.41,766.45,1073,80
46,880342,296.304,1028.41,766.45,1290,302
46,880342,296.304,1028.41,766.45,1389,476
46,880342,296.304,1028.41,766.45,1064,372
46,880342,296.304,1028.41,766.45,1262,471
46,880342,296.304,1028.41,766.45,1196,265
46,880342,296.304,1028.41,766.45,1159,164
46,880342,296.304,1028.41,766.45,1047,279
46,880342,296.304,1028.41,766.45,1341,290
46,880342,296.304,1028.41,766.45,1027,182
46,880342,296.304,1028.41,766.45,1234,375
46,880342,296.304,1028.41,766.45,1022,261
46,880342,296.304,1028.41,766.45,1450,0
46,880342,296.304,1028.41,766.45,1414,306
46,880342,296.304,1028.41,766.45,1338,289
46,880342,296.304,1028.41,766.45,1424,164
46,880342,296.304,1028.41,766.45,1356,357
46,880342,296.304,1028.41,766.45,1365,358
46,880342,296.304,1028.41,766.45,1302,409
46,880342,296.304,1028.41,766.45,1387,60
46,880342,296.304,1028.41,766.45,1321,459
46,880342,296.304,1028.41,766.45,1095,63
46,880342,296.304,1028.41,766.45,1207,97
46,880342,296.304,1028.41,766.45,1435,128
46,880342,296.304,1028.41,766.45,1027,350
46,880342,296.304,1028.41,766.45,1264,89
46,880342,296.304,1028.41,766.45,1181,266
46,880342,296.304,1028.41,766.45,784,615
46,880342,296.304,1028.41,766.45,917,610
46,880342,296.304,1028.41,766.45,950,912
46,880342,296.304,1028.41,766.45,965,993
46,880342,296.304,1028.41,766.45,642,585
46,880342,296.304,1028.41,766.45,643,752
46,880342,296.304,1028.41,766.45,795,822
46,880342,296.304,1028.41,766.45,514,823
46,880342,296.304,1028.41,766.45,966,626
46,880342,296.304,1028.41,766.45,888,933
46,880342,296.304,1028.41,766.45,955,920
46,880342,296.304,1028.41,766.45,848,548
46,880342,296.304,1028.41,766.45,881,561
46,880342,296.304,1028.41,766.45,835,992
46,880342,296.304,1028.41,766.45,556,533
46,880342,296.304,1028.41,766.45,690,670
46,880342,296.304,1028.41,766.45,522,883
46,880342,296.304,1028.41,766.45,838,904
46,880342,296.304,1028.41,766.45,742,948
46,880342,296.304,1028.41,766.45,565,542
46,880342,296.304,1028.41,766.45,667,884
46,880342,296.304,1028.41,766.45,536,627
46,880342,296.304,1028.41,766.45,668,822
46,880342,296.304,1028.41,766.45,886,654
46,880342,296.304,1028.41,766.45,516,777
46,880342,296.304,1028.41,766.45,804,605
46,880342,296.304,1028.41,766.45,625,647
46,880342,296.304,1028.41,766.45,697,627
46,880342,296.304,1028.41,766.45,976,786
46,880342,296.304,1028.41,766.45,803,514
46,880342,296.304,1028.41,766.45,724,836
46,880342,296.304,1028.41,766.45,613,829
46,880342,296.304,1028.41,766.45,656,713
46,880342,296.304,1028.41,766.45,950,834
46,880342,296.304,1028.41,766.45,543,709
46,880342,296.304,1028.41,766.45,910,657
46,880342,296.304,1028.41,766.45,545,544
46,880342,296.304,1028.41,766.45,805,655
46,880342,296.304,1028.41,766.45,714,663
46,880342,296.304,1028.41,766.45,596,558
46,880342,296.304,1028.41,766.45,982,586
46,880342,296.304,1028.41,766.45,881,887
46,880342,296.304,1028.41,766.45,822,647
46,880342,296.304,1028.41,766.45,885,355
46,880342,296.304,1028.41,766.45,576,373
46,880342,296.304,1028.41,766.45,892,190
46,880342,296.304,1028.41,766.45,696,274
46,880342,296.304,1028.41,766.45,754,68
46,880342,296.304,1028.41,766.45,976,385
46,880342,296.304,1028.41,766.45,552,467
46,880342,296.304,1028.41,766.45,652,79
46,880342,296.304,1028.41,766.45,994,449
46,880342,296.304,1028.41,766.45,868,265
46,880342,296.304,1028.41,766.45,608,6
46,880342,296.304,1028.41,766.45,672,467
46,880342,296.304,1028.41,766.45,689,281
46,880342,296.304,1028.41,766.45,643,329
46,880342,296.304,1028.41,766.45,859,237
46,880342,296.304,1028.41,766.45,840,14
46,880342,296.304,1028.41,766.45,538,255
46,880342,296.304,1028.41,766.45,914,301
46,880342,296.304,1028.41,766.45,988,301
46,880342,296.304,1028.41,766.45,801,360
46,880342,296.304,1028.41,766.45,849,376
46,880342,296.304,1028.41,766.45,947,164
46,880342,296.304,1028.41,766.45,693,8
46,880342,296.304,1028.41,766.45,557,149
46,880342,296.304,1028.41,766.45,820,11
46,880342,296.304,1028.41,766.45,680,234
46,880342,296.304,1028.41,766.45,504,127
46,880342,296.304,1028.41,766.45,897,253
46,880342,296.304,1028.41,766.45,803,57
46,880342,296.304,1028.41,766.45,983,126
46,880342,296.304,1028.41,766.45,619,335
46,880342,296.304,1028.41,766.45,574,297
46,880342,296.304,1028.41,766.45,913,305
46,880342,296.304,1028.41,766.45,584,445
46,880342,296.304,1028.41,766.45,705,302
46,880342,296.304,1028.41,766.45,792,498
46,880342,296.304,1028.41,766.45,849,496
46,880342,296.304,1028.41,766.45,961,307
46,880342,296.304,1028.41,766.45,813,117
46,880342,296.304,1028.41,766.45,877,170
46,880342,296.304,1028.41,766.45,866,75
46,880342,296.304,1028.41,766.45,618,350
47,888294,296.304,1028.41,771.085,1392,862
47,888294,296.304,1028.41,771.085,1182,562
47,888294,296.304,1028.41,771.085,1429,787
47,888294,296.304,1028.41,771.085,1368,553
47,888294,296.304,1028.41,771.085,1020,671
47,888294,296.304,1028.41,771.085,1456,595
